mile,lat,lon,nearest_main_m,main_Trail_Name,canonical_section,segment,route,main_Corridor,main_Trail_ID,main_LandUnit_N,main_Manager_Na,main_Eng_Seg,main_Start_Seg,nearest_alt_m,alt_Trail_Name,alt_Corridor,alt_Trail_ID,alt_LandUnit_N,alt_Manager_Na,alt_Eng_Seg,alt_Start_Seg
1280,30.645779,-86.23719,3637.8,Eglin East,,,,Main,T199,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),47337.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1281,30.640428,-86.221564,3083.8,Eglin East,,,,Main,T199,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),48899,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1282,30.635077,-86.205938,1773,Eglin East,,,,Main,T199,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),50463.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1283,30.629726,-86.190312,809,Eglin East,,,,Main,T199,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),52030.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1284,30.624375,-86.174686,890.5,Eglin East,,,,Main,T199,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),53600.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1285,30.619024,-86.15906,1415.9,Eglin East,,,,Main,T199,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),55172.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1286,30.613673,-86.143434,1425,Eglin East,,,,Main,T198,Eglin Air Force Base,USAF,Join SR 285,Bob Sikes Rd (RR 213),56746.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1287,30.608322,-86.127808,1267.1,US 331 Power line,,,,Main,T314,US 331 Connector,Roadwalk,Leave US 331,Join US 331,58322.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1288,30.602971,-86.112181,89.8,US 331 Power line,,,,Main,T314,US 331 Connector,Roadwalk,Leave US 331,Join US 331,59900.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1289,30.597619,-86.096555,1348.6,US 331 Power line,,,,Main,T314,US 331 Connector,Roadwalk,Leave US 331,Join US 331,61479.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1290,30.592268,-86.080929,2796.4,US 331 Power line,,,,Main,T314,US 331 Connector,Roadwalk,Leave US 331,Join US 331,63060.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1291,30.586917,-86.065303,3719.9,Nokuse West,,,,Main,T17,MC Davis Conservation Easement,USFS-FNST,Eglin East,Lafayette Creek/Nokuse West Boundary,64643.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1292,30.581566,-86.049677,4491.5,Nokuse West,,,,Main,T17,MC Davis Conservation Easement,USFS-FNST,Eglin East,Lafayette Creek/Nokuse West Boundary,66227.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1293,30.576215,-86.034051,5345.1,Lafayette Creek,,,,Main,T270,Lafayette Creek WMA,NWFWMD,Lafayette Creek/Nokuse West Boundary,Cross J.W. Hollington Rd,67812.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1294,30.570864,-86.018425,4951,Lafayette Creek,,,,Main,T270,Lafayette Creek WMA,NWFWMD,Lafayette Creek/Nokuse West Boundary,Cross J.W. Hollington Rd,69398.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1295,30.565513,-86.002799,4877.1,Nokuse East,,,,Main,T268,MC Davis Conservation Easement,USFS FNST,Nokuse East/Lafayette Creek Boundary,Choctawhatchee/Nokuse East boundary,70985.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1296,30.560162,-85.987173,3837.3,Nokuse East,,,,Main,T343,MC Davis Conservation Easement,USFS FNST,Nokuse East/Lafayette Creek Boundary,Choctawhatchee/Nokuse East boundary,72574.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1297,30.554811,-85.971547,2683.8,Nokuse East,,,,Main,T343,MC Davis Conservation Easement,USFS FNST,Nokuse East/Lafayette Creek Boundary,Choctawhatchee/Nokuse East boundary,74163.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1298,30.54946,-85.955921,1906.2,Nokuse East,,,,Main,T343,MC Davis Conservation Easement,USFS FNST,Nokuse East/Lafayette Creek Boundary,Choctawhatchee/Nokuse East boundary,75753.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1299,30.544108,-85.940295,1196.3,Nokuse East,,,,Main,T343,MC Davis Conservation Easement,USFS FNST,Nokuse East/Lafayette Creek Boundary,Choctawhatchee/Nokuse East boundary,77344.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1300,30.538757,-85.924669,5.1,Nokuse East,,,,Main,T343,MC Davis Conservation Easement,USFS FNST,Nokuse East/Lafayette Creek Boundary,Choctawhatchee/Nokuse East boundary,78936.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1301,30.534191,-85.909044,66.3,Dead River Road,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Leave Dead River Road,80485.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1302,30.530444,-85.89282,454.4,Nokuse Plantation,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,82040.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1303,30.526697,-85.876596,2028,Nokuse Plantation,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,83596.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1304,30.52295,-85.860372,3408.9,Nokuse Plantation,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,85155.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1305,30.519203,-85.844148,4830,Nokuse Plantation,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,86715.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1306,30.515456,-85.827924,6175.7,Nokuse Plantation,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,88277.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1307,30.511709,-85.8117,7587.3,Nokuse Plantation,,,,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,89841.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1308,30.507961,-85.795476,7580.7,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,91406.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1309,30.504214,-85.779252,7186.9,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,92973.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1310,30.500467,-85.763028,6782.3,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,94541.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1311,30.49672,-85.746804,6385.9,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,96111.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1312,30.492973,-85.730579,5988.2,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,97682.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1313,30.489226,-85.714355,5589.9,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,99254.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1314,30.485479,-85.698131,5227.1,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,100827.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1315,30.481731,-85.681907,5211.8,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,102402.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1316,30.477984,-85.665683,5583,SR 20,,,,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,103977.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1317,30.474237,-85.649459,5548.2,SR 20,,,,Main,T669,SR 20 Connector,Roadwalk,SR 20/SR 77 intersection,Join SR 20,105554.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1318,30.47049,-85.633235,4509.1,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,107131.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1319,30.466743,-85.617011,3381.8,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,108710.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1320,30.462996,-85.600787,2499,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,110289.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1321,30.459249,-85.584563,1345.5,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,111870.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1322,30.454258,-85.570242,13.8,Rattlesnake North Campsite,,,,Main,T309,Econfina Creek Water Management Area,NWFWMD,End at Rattlesnake North Campsite,Leave Econfina Creek trail,113347.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1323,30.45926,-85.557354,69.4,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,114220.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1324,30.469458,-85.545436,647,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,114776.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1325,30.479656,-85.533517,506.7,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,115352.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1326,30.489854,-85.521599,6,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,115947.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1327,30.500052,-85.509681,331.1,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,116561.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1328,30.51025,-85.497763,369,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,117193.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1329,30.520448,-85.485845,59.7,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,117844.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1330,30.530636,-85.480902,219.1,Trap Pond spur trail,,,,Main,T305,Econfina Creek Water Management Area,NWFWMD,End at Trap Pond Camp,Leave Econfina Creek,117887.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1331,30.530151,-85.464109,44.7,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,119414.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1332,30.529666,-85.447317,1166.8,Econfina Creek,,,,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,120944.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1333,30.529181,-85.430524,1859.7,Betts Road/Scott Road,,,,Main,T665,Betts Rd/Scott Rd Connector,Roadwalk,Scott Rd Trailhead,CR 274/CR 167 intersection,122475.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1334,30.528696,-85.413732,1446.2,Betts Road/Scott Road,,,,Main,T665,Betts Rd/Scott Rd Connector,Roadwalk,Scott Rd Trailhead,CR 274/CR 167 intersection,124009.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1335,30.528211,-85.396939,1076.9,Betts Road/Scott Road,,,,Main,T665,Betts Rd/Scott Rd Connector,Roadwalk,Scott Rd Trailhead,CR 274/CR 167 intersection,125544.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1336,30.527726,-85.380147,567.9,CR 274,,,,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,127081.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1337,30.527241,-85.363354,97.3,CR 274,,,,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,128620.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
1338,30.526755,-85.346562,70.9,CR 274,,,,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,130160.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
